Company Name,Description,Hot Lead / warm lead / cool lead,Last Contact Date,Sales Rep,Name,Phone,fax / second number / extension,email,Second email,Type
Berkshire Estates Condos,,,,, ,(610) 670-2520,,,,Condo list
Brewery Condominiums,,,,, ,(215) 765-2056,,,,Condo list
Breyer Estates Condo Assn,,,,, ,(215) 887-8988,,,,Condo list
Briar House Condominium Assoc,,,,,Zafrane Louis,(215) 885-8770,,,,Condo list
Bridge Business Ctr Condominum,,,,, ,(215) 788-4303,,,,Condo list
Bridgeview Place,,,,,Conway Eileen,(215) 351-1520,,,,Condo list
Brittany-Normandy Apts,,,,,Blum David,(412) 741-7170,,,,Condo list
Bucktown Crossing Condominium,,,,, ,(610) 469-0491,,,,Condo list
C C LEGACY At Mh Condo,,,,, ,(610) 438-5460,,,,Condo list
Calais Village,,,,, ,(412) 367-1511,,,,Condo list
Cambridge Manor Condominiums,,,,, ,(724) 274-2456,,,,Condo list
Camco Inc,,,,,Bonsall Barbara,(215) 628-0520,,,,Condo list
Camco Management Co Inc,,,,, ,(610) 446-9292,,,,Condo list
Carousel Station Condominiums,,,,,Hearn Sharon,(215) 464-5588,,,,Condo list
Carriage House Condo,,,,, ,(215) 765-4023,,,,Condo list
Carriage House Condominiums LP,,,,, ,(215) 564-2333,,,,Condo list
Carver House Condo Assn,,,,, ,(610) 625-2244,,,,Condo list
Cedar Hills Condominiums,,,,,Marinos Pat,(724) 930-9130,,,,Condo list
Cenntennial Station Condo,,,,, ,(215) 328-9764,,,,Condo list
Centennial Station Condo,,,,, ,(215) 328-0285,,,,Condo list
Centennial Station Condo Assn,,,,, ,(215) 442-0357,,,,Condo list
Centennial Station Condos,,,,, ,(215) 444-0483,,,,Condo list
Centennial Station Residence,,,,,Rabatin Kate,(215) 674-0770,,,,Condo list
Center City Condominiums,,,,, ,(215) 546-9781,,,,Condo list
Center City One,,,,,Aversa Chris,(215) 735-6600,,,,Condo list
Centurion Commons Condominium,,,,, ,(412) 243-0677,,,,Condo list
Chaize Place,,,,, ,(412) 766-7564,,,,Condo list
Chancellor Properties,,,,, ,(215) 574-7617,,,,Condo list
Chariot House,,,,, ,(267) 455-0127,,,,Condo list
Charlemagne II Condominium,,,,, ,(412) 364-0809,,,,Condo list
Chatham Row Condominium Assn,,,,, ,(215) 684-0271,,,,Condo list
Chatham Village Condominiums,,,,,Rogers Roy,(215) 368-3400,,,,Condo list
Chester View Condominiums,,,,,Wanner Heather,(610) 948-3500,,,,Condo list
Chestnut & Bank Condo Assoc,,,,, ,(215) 873-0657,,,,Condo list
Chestnut Grove,,,,,Mcknight Cindy,(724) 290-9396,,,,Condo list
City View Condominium Assn,,,,,Rosso Mary,(215) 231-9433,,,,Condo list
Clearwater Estates,,,,,Gallaher Jim,(724) 758-2484,,,,Condo list
Cochran Hall Condominium,,,,,Stevenson Robert,(412) 343-8188,,,,Condo list
Colonnade Historic Condominium,,,,,Comerford John,(215) 557-8672,,,,Condo list
Commons Highpoint Condo Assn,,,,, ,(215) 997-8627,,,,Condo list
Community Management Solutions,,,,,Golob Edward R,(412) 279-9280,,,,Condo list
Comtemporary Vlgs Condo Assn,,,,, ,(610) 461-6473,,,,Condo list
Condo Association,,,,, ,(215) 238-8822,,,,Condo list
Condo Shop At Riverwest,,,,, ,(215) 496-9474,,,,Condo list
Cook's Row Condominium Assn,,,,, ,(215) 629-1664,,,,Condo list
Corinthian Condominium,,,,,Brown Kevin,(610) 949-0400,,,,Condo list
Cornerstone Condominium Assoc,,,,, ,(215) 750-3942,,,,Condo list
Country Club Of The Poconos,,,,, ,(570) 223-0472,,,,Condo list
Court At St Asaphs Condo Assn,,,,, ,(610) 668-1886,,,,Condo list
Crum Creek Valley Condominiums,,,,,Green Linda,(610) 872-0283,,,,Condo list
Cynwyd Court Condo Assn,,,,, ,(610) 667-8351,,,,Condo list
Darlington Woods Condominium,,,,,Mc Dowell Karen,(610) 459-0510,,,,Condo list
Daylesford Lake Condominium,,,,, ,(610) 407-4347,,,,Condo list
Delaire Landing,,,,,Griffin Margaret,(215) 824-0550,,,,Condo list
Dithridge House,,,,,Giese Bob,(412) 683-9004,,,,Condo list
Dithridge Towers Condominium,,,,, ,(412) 683-2005,,,,Condo list
Dockside Residences,,,,,Kriza John,(215) 925-3000,,,,Condo list
Doral Condo Clubhouse,,,,, ,(215) 969-9004,,,,Condo list
Dorchester,,,,,Yonekwa Patricia,(215) 546-1111,,,,Condo list
Dupont Towers Condominium,,,,, ,(215) 483-8095,,,,Condo list
Eastonian Condominium,,,,,Thomas Lori,(610) 258-6350,,,,Condo list
Elkins Court Condominiums,,,,, ,(215) 635-8831,,,,Condo list
Elkins Park House Condominiums,,,,,La Rosa Peter,(215) 635-0600,,,,Condo list
Equine Meadows Condominium,,,,, ,(717) 244-2531,,,,Condo list
Estates Of Forest Grove,,,,, ,(412) 777-1626,,,,Condo list
Evergreen Condo Assoc,,,,, ,(724) 942-3203,,,,Condo list
Evergreen Village Condo Assoc,,,,, ,(724) 942-3203,,,,Condo list
Excelsior Condominium Assn,,,,, ,(215) 698-1862,,,,Condo list
Executive Suites Condominiums,,,,, ,(215) 673-0710,,,,Condo list
Exton Station Community Assoc,,,,, ,(610) 524-6336,,,,Condo list
Factory Condo Assoc Inc,,,,, ,(717) 334-4584,,,,Condo list
Fairmont,,,,,Loane Faith,(610) 664-8343,,,,Condo list
Fairways Of Oakmont,,,,, ,(412) 828-8830,,,,Condo list
Far East Society,,,,, ,(215) 925-3273,,,,Condo list
Feasterville Business Campus,,,,, ,(215) 357-2503,,,,Condo list
Fifteen Fourteen Pine Condo,,,,, ,(215) 735-0138,,,,Condo list
Forest Glenn Condominiums,,,,,Mihm Ann,(412) 264-1313,,,,Condo list
Forest Hill Condominiums,,,,,Landcaster Lisa,(814) 337-0706,,,,Condo list
Forum Towers,,,,, ,(570) 341-7820,,,,Condo list
Fountain Pointe-Philadelphia,,,,, ,(215) 676-5330,,,,Condo list
Fox Chapel Mews Assn,,,,,Shively Debbie,(412) 782-2857,,,,Condo list
Fox Chapel Mews II Assn Inc,,,,, ,(412) 781-6071,,,,Condo list
Fox Hollow Condominium,,,,, ,(412) 262-1660,,,,Condo list
Fox Hollow Condominium,,,,, ,(412) 262-1660,,,,Condo list
Foxmoor Condominiums,,,,,Schultz Melonie,(724) 538-8000,,,,Condo list
Foxmoor Condominiums,,,,,Schultz Melonie,(724) 538-3460,,,,Condo list
Franklin Condo,,,,, ,(215) 675-1716,,,,Condo list
Franklin Towne Condominiums,,,,,Swanger Ken,(724) 325-4477,,,,Condo list
Gatesway Townhouses,,,,,Gates Ronald,(717) 732-2250,,,,Condo list
Gateway Towers The Condominium,,,,,Clifton Cindy,(412) 471-3400,,,,Condo list
Gemcraft Homes,,,,, ,(717) 932-5707,,,,Condo list
Georgetown-Philadelphia Condos,,,,,Hunt Martin,(215) 643-2450,,,,Condo list
Glen At Shawmont Station,,,,, ,(215) 482-2708,,,,Condo list
Glenhardie Condominium Assoc,,,,,Hardin Sterling,(610) 687-5920,,,,Condo list
Glenmoor Condo,,,,, ,(610) 258-2622,,,,Condo list
Glenwood Condominium Assn LLC,,,,,Esther Jim,(412) 856-7065,,,,Condo list
Glenwood Condominium Assoc,,,,, ,(412) 856-7065,,,,Condo list
Goshen Valley III Condo Assn,,,,,Page Patti,(610) 344-7598,,,,Condo list
Grande At Riverview,,,,,Kelly Jennifer,(610) 828-3877,,,,Condo list
Grandview Tower Condo Office,,,,,Carrick David,(412) 257-9940,,,,Condo list
Grays Lane House,,,,,Massey Janet,(610) 642-4100,,,,Condo list
Green Hill Condominium,,,,,Jobs Rita,(610) 649-5800,,,,Condo list
Greenbriar Chase Condominiums,,,,,Sylvester David,(412) 854-1400,,,,Condo list
Greene Countrie Village,,,,, ,(610) 353-2505,,,,Condo list
Greenshire On Park Condominium,,,,, ,(215) 763-1483,,,,Condo list
Greenshire On Park Condominium,,,,, ,(215) 765-0609,,,,Condo list
Greenshire On Park Condominium,,,,, ,(215) 769-1493,,,,Condo list
Greenshire On The Park,,,,, ,(215) 232-1957,,,,Condo list
Gwyneed Woods Condo Assoc Inc,,,,, ,(215) 699-2960,,,,Condo list
Gypsy Lane Condominium Assoc,,,,,Gress Marguerite,(215) 844-4276,,,,Condo list
Haddington Townhouse Apts,,,,, ,(215) 472-8554,,,,Condo list
Hampshire & Haverford Cndmnms,,,,, ,(610) 896-5963,,,,Condo list
Hampton Hall Condominium,,,,, ,(412) 687-5500,,,,Condo list
Harleysville Condominium,,,,, ,(215) 513-4164,,,,Condo list
Haverford Hill Condominium,,,,,Obrien Debbie,(610) 449-2605,,,,Condo list
Haverford Reserve,,,,, ,(610) 525-5164,,,,Condo list
Haverford Village Condo,,,,,Gian Bill,(610) 896-8987,,,,Condo list
Heritage Creek Condo Assoc,,,,, ,(215) 957-1647,,,,Condo list
Hickory Hill Condominium,,,,, ,(610) 565-3837,,,,Condo list
Hidden Ridge Condominiums,,,,, ,(412) 833-8106,,,,Condo list
Highpoint Square Condominium,,,,, ,(215) 997-0479,,,,Condo list
Highwood Condominium,,,,, ,(412) 441-5757,,,,Condo list
Hill Gate At Cynwyd,,,,, ,(610) 667-4015,,,,Condo list
Hillrise Towers Condominium,,,,, ,(412) 422-0199,,,,Condo list
Hilltop Condominiums,,,,, ,(610) 874-1472,,,,Condo list
Hollows At Fox Valley,,,,,George Penny,(610) 459-4900,,,,Condo list
Holly Brook,,,,, ,(610) 356-2330,,,,Condo list
Holly House Condominium,,,,,Dempsey Cathy,(610) 565-4445,,,,Condo list
Hopkinson House Owners Assn,,,,,Forti Judy,(215) 923-1776,,,,Condo list
Hunters Point Council Clbhs,,,,, ,(724) 935-9924,,,,Condo list
Hunters Woods Condo Assn,,,,, ,(724) 656-9828,,,,Condo list
Huntingdon Place,,,,,Divona Darlene,(215) 938-8981,,,,Condo list
Imperial House,,,,,Stankewicz Norman,(412) 421-4700,,,,Condo list
Imperial Manor II Condominium,,,,, ,(215) 676-9902,,,,Condo list
Interstate Commercial Assoc,,,,,La Rosa Peter,(215) 635-0600,,,,Condo list
Isle Of Capri Assoc LP,,,,, ,(215) 925-4350,,,,Condo list
Ivy Woods Condominium,,,,, ,(412) 635-8294,,,,Condo list
Jamestown Condominium,,,,,Stevensons Rob,(412) 561-7111,,,,Condo list
Katherine Manor Condos,,,,, ,(412) 278-2359,,,,Condo list
Kentley House Condominium Assn,,,,,Geise Robert,(412) 391-1900,,,,Condo list
Kimberly Mews Condo Assn,,,,,Cosmi Anthony J,(610) 544-0151,,,,Condo list
King's Grant Condominium,,,,, ,(412) 344-3300,,,,Condo list
Kissinger Bigatel & Brower,,,,,Kissinger Fred,(814) 234-4000,,,,Condo list
Lafayette Greene Condominium,,,,, ,(610) 834-0157,,,,Condo list
Lanesboro Condominium,,,,, ,(215) 670-2073,,,,Condo list
Latch's Lane Condominiums,,,,,Kramer Gail,(610) 664-4614,,,,Condo list
Laurel Park Condominium,,,,, ,(215) 379-1676,,,,Condo list
Leau Condominiums,,,,, ,(267) 639-3778,,,,Condo list
Lenox Park Condominiums,,,,, ,(412) 831-3299,,,,Condo list
Locust Walk,,,,,Simon David,(267) 321-0436,,,,Condo list
Lofts At Bella Vista,,,,,Lagreca Nicole,(215) 755-0219,,,,Condo list
Longstown Village Condominium,,,,, ,(717) 840-4076,,,,Condo list
M & M Condo,,,,, ,(215) 493-1840,,,,Condo list
Mandeville Place,,,,, ,(215) 564-5400,,,,Condo list
Manor At Chessnut Hill,,,,,Aube Jill,(215) 247-5307,,,,Condo list
Mansard House Condo,,,,, ,(610) 642-9327,,,,Condo list
Maple Garden Condominium,,,,,Wagg Monica,(610) 326-5825,,,,Condo list
Marine Club Condiminiums,,,,, ,(215) 545-5100,,,,Condo list
Marine Club Condominiums,,,,, ,(215) 735-3300,,,,Condo list
Mc Kenzie Place Condominium,,,,, ,(412) 787-7104,,,,Condo list
Mckee Group,,,,, ,(610) 859-2044,,,,Condo list
Meadowood Condominiums Assn,,,,, ,(215) 443-7201,,,,Condo list
Meadows Condo Assn Equine,,,,, ,(717) 244-7083,,,,Condo list
Meadows Condominium Assn,,,,,Gebhart Kevin,(610) 935-7211,,,,Condo list
Meadowyck Condominium,,,,, ,(610) 398-0496,,,,Condo list
Memphis Flats,,,,, ,(215) 427-1100,,,,Condo list
Metro Club Condo Assn,,,,, ,(215) 925-3684,,,,Condo list
Millridge Condominiums Cabana,,,,, ,(610) 526-9511,,,,Condo list
Mission 21 LP,,,,, ,(215) 545-1979,,,,Condo list
Montgomery Place Condominium,,,,, ,(215) 393-8352,,,,Condo list
Montrose Condominium,,,,, ,(610) 525-1988,,,,Condo list
Morgan Hill Condo Assn,,,,,O' Connell David,(610) 253-8211,,,,Condo list
Murano Condominium,,,,,Kahn Asher,(215) 564-1084,,,,Condo list
Naval Square Condo Assn,,,,,Chorney Don,(215) 545-0707,,,,Condo list
Naval Square Condos,,,,, ,(267) 909-8049,,,,Condo list
Neville House Condominium,,,,,Patton Bill,(412) 621-7070,,,,Condo list
New Freedom View Condominiums,,,,, ,(717) 227-0432,,,,Condo list
Newport Square Condominium,,,,,Ploski Ron,(412) 371-7122,,,,Condo list
Nineteen Hundred Rittenhouse,,,,,Finneman David,(215) 735-0900,,,,Condo list
Nouveau Condominium Assoc,,,,, ,(215) 873-8950,,,,Condo list
Oak Hill Condominiums,,,,, ,(610) 664-8440,,,,Condo list
Oak View Terrace Condominiums,,,,, ,(570) 839-3975,,,,Condo list
Oaks Condominiums,,,,, ,(717) 392-3988,,,,Condo list
Ocean Club Realty,,,,, ,(609) 345-3101,,,,Condo list
Old City 108 Condominiums,,,,, ,(215) 413-0573,,,,Condo list
Old Forge Crossing Condos,,,,,Huet Rhonda,(610) 687-5675,,,,Condo list
Olde City Chariot Hse Condo,,,,, ,(267) 773-7493,,,,Condo list
One Hunderd Ninety One,,,,, ,(610) 664-1957,,,,Condo list
One Lawrence Park Condominium,,,,, ,(610) 353-1979,,,,Condo list
One Thousand Grandview,,,,,Cook George,(412) 431-1500,,,,Condo list
One-Ninety-One Presidential,,,,,Leahan Joe,(610) 667-0700,,,,Condo list
Painters Crossing Assoc,,,,,Dolbow Gail,(610) 459-9002,,,,Condo list
Parc Rittenhouse,,,,,Davidson Jeff,(215) 735-0110,,,,Condo list
Park Plaza Condominiums,,,,,Blair Gerard,(412) 683-0650,,,,Condo list
Parkview Condo Assoc,,,,, ,(412) 939-0614,,,,Condo list
Pathways Condominiums,,,,, ,(215) 677-3022,,,,Condo list
Pearl Condominium Assoc,,,,, ,(215) 592-0222,,,,Condo list
Penn Hill Condo Assn,,,,, ,(610) 373-6666,,,,Condo list
Penn's Landing Square Condo,,,,, ,(215) 928-0365,,,,Condo list
Pennhouse Condominium Assoc,,,,, ,(412) 281-2861,,,,Condo list
Pennsbury Village Condominium,,,,, ,(412) 276-5100,,,,Condo list
Pepper Mill Condominiums,,,,, ,(814) 238-2290,,,,Condo list
Pheasant Run Condominium Assn,,,,,Minich Connie,(717) 249-7709,,,,Condo list
Philadelphian,,,,,Lawrence Joe,(215) 232-7400,,,,Condo list
Phoenix Condominium Residence,,,,,Kroll John,(267) 322-5020,,,,Condo list
Piatt Place,,,,, ,(412) 235-7595,,,,Condo list
Pier 3 Condominium,,,,,Gress Marguerite,(215) 351-4040,,,,Condo list
Pinecrest Condominium Assn,,,,, ,(724) 335-4684,,,,Condo list
Plaza 550 Council,,,,,Stone Jerry,(570) 342-1747,,,,Condo list
Plymouth Hill Condominiums,,,,,Lopez Vincent,(610) 825-3190,,,,Condo list
Prudential Fox & Roach Rltrs,,,,,Mc Cuen Ginny,(215) 627-6005,,,,Condo list
Radnor House,,,,,Portale Fran,(610) 527-4165,,,,Condo list
Raintree Condominium,,,,,Fretz Elly,(610) 296-9066,,,,Condo list
Redmont Village Condominiums,,,,, ,(724) 850-7208,,,,Condo list
Regency One Condominium,,,,, ,(215) 969-4194,,,,Condo list
Regency Square,,,,,Simpson Pat,(814) 238-1919,,,,Condo list
Renaissance West Condominum,,,,, ,(484) 924-8176,,,,Condo list
Residence At Two Liberty Place,,,,, ,(215) 496-9999,,,,Condo list
Ritten House Agency,,,,, ,(215) 735-2046,,,,Condo list
Rittenhouse Place Condominiums,,,,, ,(215) 985-0233,,,,Condo list
Rittenhouse Savoy Condominiums,,,,,Rogers Roy,(215) 546-3770,,,,Condo list
Ritz Carlton Residence,,,,,Bryant Diane,(215) 851-8000,,,,Condo list
River Park Condominium,,,,,Haigh Raymond,(215) 878-9200,,,,Condo list
River West Condominium,,,,,Staley Eric,(215) 563-0995,,,,Condo list
Rivers Edge Condominiums,,,,, ,(215) 561-9600,,,,Condo list
Rose Court Condominiums,,,,, ,(412) 341-1103,,,,Condo list
Rose Hill II Condominiums,,,,, ,(610) 436-4167,,,,Condo list
Rydal East Inc,,,,,Staller Irena,(215) 884-6963,,,,Condo list
Seven Springs Farm Inc,,,,, ,(814) 352-8485,,,,Condo list
Sewickley Hills Condo,,,,, ,(412) 534-4129,,,,Condo list
Sewickley Hills Condo,,,,, ,(412) 534-4127,,,,Condo list
Sewickley Hills Condo Assn,,,,, ,(412) 534-4139,,,,Condo list
Sewickley Hills Condo Assn,,,,, ,(412) 534-4145,,,,Condo list
Sewickley Hills Condo Assn,,,,, ,(412) 534-4137,,,,Condo list
Smallow Management Co,,,,,Flynn Marie,(215) 322-5700,,,,Condo list
Snow Shoe Condiminum,,,,, ,(570) 839-4064,,,,Condo list
Society Hill Towers,,,,,Sherman Beverly,(215) 923-4105,,,,Condo list
South Side Lofts Condominium,,,,, ,(412) 481-1010,,,,Condo list
South St Condo Assoc,,,,, ,(215) 732-1694,,,,Condo list
South Street Cleaners,,,,,Chang Soo,(215) 923-2177,,,,Condo list
Spring Mountain Summit Assn,,,,,Larsen Drew,(610) 287-6869,,,,Condo list
Steel Factory Condos Assoc,,,,, ,(267) 773-7795,,,,Condo list
Stetson Mansion Condo,,,,, ,(215) 563-2201,,,,Condo list
Stone Ridge Condominiums Assn,,,,, ,(724) 346-5756,,,,Condo list
Stonebridge Condominiums,,,,, ,(215) 464-5183,,,,Condo list
Stonegate Condominiums,,,,, ,(724) 346-2727,,,,Condo list
Stony Creek Condo,,,,, ,(610) 239-0274,,,,Condo list
Stonybrook Condominium,,,,,Heffernan Terri,(610) 539-4280,,,,Condo list
Strath Haven Condominium Assn,,,,,May Terri,(610) 544-6000,,,,Condo list
Strickland Row Condominium,,,,, ,(215) 923-1309,,,,Condo list
Summerhill Condominium,,,,, ,(724) 325-7197,,,,Condo list
Summit House Condominium,,,,,Mc Guinness Sherrie,(610) 696-2300,,,,Condo list
Susquehanna House Condominium,,,,, ,(215) 427-1680,,,,Condo list
Susquehannah Village Condos,,,,,Nazmack Thomas,(717) 854-3397,,,,Condo list
Sutton Terrace Bath & Tennis,,,,, ,(610) 664-6500,,,,Condo list
Sutton Terrace Condominium,,,,, ,(610) 664-9027,,,,Condo list
Symphony House,,,,, ,(215) 735-3784,,,,Condo list
Tanglewood Manor Condominium,,,,, ,(814) 238-4790,,,,Condo list
Tennis Park Condominium,,,,, ,(610) 372-6134,,,,Condo list
Terraces At Welsh Walk,,,,, ,(215) 464-6149,,,,Condo list
Towamencin Condominium Assn,,,,, ,(215) 368-7681,,,,Condo list
Tower At Oak Hill,,,,,Ramsey Carol,(610) 667-5160,,,,Condo list
Towers Condo Assn,,,,, ,(412) 828-3146,,,,Condo list
Trent Manor Condominium Assn,,,,, ,(610) 630-3235,,,,Condo list
Trianon,,,,,Diaz Ronni,(610) 664-1208,,,,Condo list
Trimont,,,,,Gritzan Donna,(412) 381-2280,,,,Condo list
Twelve Nineteen Condominium,,,,,Blake Mary Jo,(610) 649-5500,,,,Condo list
Twenty Six-O-One Parkway Condo,,,,, ,(215) 232-0484,,,,Condo list
Twin Oaks Condominium,,,,, ,(610) 494-1323,,,,Condo list
Two Fifty,,,,,Fineman David,(215) 735-4288,,,,Condo list
Two Liberty,,,,,Oller Richard,(215) 568-1577,,,,Condo list
Us Condo Exchange LLC,,,,, ,(215) 860-7511,,,,Condo list
Valley Forge Towers South,,,,,Brennan Jean,(610) 783-0810,,,,Condo list
Valley Forge Towers West Condo,,,,,Gray Joe,(610) 783-7230,,,,Condo list
Valleybrook Estates Cndmnm,,,,, ,(717) 569-5394,,,,Condo list
Valmont Towers,,,,,Klein Herbert,(215) 624-5612,,,,Condo list
Venice Lofts Condominium,,,,,Moore Janelle,(215) 483-4090,,,,Condo list
Victoria Garden Condos,,,,, ,(484) 732-8215,,,,Condo list
Victory Condominium Assn,,,,, ,(215) 925-6381,,,,Condo list
Village Of Fox Run,,,,, ,(717) 741-1468,,,,Condo list
Village Of Shadyside,,,,, ,(412) 361-8511,,,,Condo list
Virginia Mansions Condominium,,,,,Honaker Jennifer,(412) 276-2499,,,,Condo list
Walnut Bank Farm Condominium,,,,, ,(215) 536-0293,,,,Condo list
Walnut Bank Farm Condominium,,,,, ,(215) 536-4931,,,,Condo list
Walnut Bank Farm Condominum,,,,, ,(215) 538-1592,,,,Condo list
Walnut Bank Farm Condominum,,,,, ,(215) 536-6344,,,,Condo list
Wanamaker House,,,,, ,(215) 568-4410,,,,Condo list
Warminster Heights Home Owners,,,,,Fahnestock Richard,(215) 672-0610,,,,Condo list
Warren House Condominium,,,,, ,(215) 222-0120,,,,Condo list
Warwick Condos,,,,, ,(215) 735-0240,,,,Condo list
Washington Square Condos,,,,,Golob Ed,(412) 531-7100,,,,Condo list
Waterfront Square,,,,,Aldridge Will,(215) 413-2000,,,,Condo list
Waterview Condo Assn,,,,, ,(215) 862-0264,,,,Condo list
Webster Ave Apts Condo Assoc,,,,, ,(570) 346-6110,,,,Condo list
Wentworth Group,,,,, ,(610) 407-4347,,,,Condo list
Wentworth Group,,,,,Epstein David,(610) 650-0600,,,,Condo list
West Point Community Mgmt Inc,,,,, ,(412) 833-2555,,,,Condo list
West Point Realty Inc,,,,,Falcioni Daniel,(724) 942-4045,,,,Condo list
Western Union Condominiums,,,,,Cambell Anita,(215) 928-9100,,,,Condo list
Westtown Mews,,,,, ,(610) 436-4155,,,,Condo list
Westwood Village Condominium,,,,, ,(717) 732-3061,,,,Condo list
Westwyk Condominium Assoc,,,,, ,(215) 348-2027,,,,Condo list
Wethersfield Condo Owners Assn,,,,, ,(717) 227-9394,,,,Condo list
Wild Cherry Knoll Condominium,,,,, ,(610) 966-3190,,,,Condo list
Wild Cherry Knoll Condominium,,,,, ,(610) 966-3212,,,,Condo list
Wildman Arms Condominiums,,,,,Ludwig Theresa,(610) 626-0100,,,,Condo list
Willowbrook Condominiums,,,,,Soper Colleen,(610) 485-9640,,,,Condo list
Wireworks Condominium,,,,, ,(215) 592-0542,,,,Condo list
Wood Hollow Condominiums,,,,, ,(215) 855-5707,,,,Condo list
Woodbridge Council,,,,, ,(412) 487-3087,,,,Condo list
Wooden Keys Condominium,,,,, ,(215) 824-3162,,,,Condo list
Woodland Manor Condominiums,,,,,Brkovich Jim,(412) 362-3411,,,,Condo list
Woodmont North Condominium,,,,, ,(610) 873-8100,,,,Condo list
Woodridge Condominium Assoc,,,,, ,(412) 833-4949,,,,Condo list
Writtenhouse Condo Assn,,,,,Tocher Scott,(215) 790-2528,,,,Condo list
Yardley Commons Condominium,,,,, ,(215) 493-0365,,,,Condo list
Atlantic Beach Casino Resort,,,,,Stillman Barbara,(401) 322-7100,,,,Condo list
Beverage Hill Condo Assoc,,,,, ,(401) 725-1470,,,,Condo list
Bilodeau Property Management,,,,,Bilodeau Harrison,(401) 831-5995,,,,Condo list
Blackstone Center Condominium,,,,, ,(401) 333-0942,,,,Condo list
Castlerock Condo Assoc,,,,,Anderen Karen,(401) 364-1020,,,,Condo list
Coddington Landing Condominium,,,,, ,(401) 848-5720,,,,Condo list
Condominium & Townhouse Mgmt,,,,, ,(401) 398-7640,,,,Condo list
Cove Condominium Assoc,,,,, ,(401) 245-8190,,,,Condo list
Gate Condo Assn Elevator,,,,, ,(401) 732-5796,,,,Condo list
Gateway Commons Condo,,,,, ,(401) 235-9058,,,,Condo list
Greenridge Condominium Assoc,,,,, ,(401) 823-4544,,,,Condo list
Larkin Square Condo Assoc,,,,, ,(401) 596-3290,,,,Condo list
Louisquisset Condominium,,,,, ,(401) 353-8610,,,,Condo list
Medway Place,,,,,Parker Carol,(401) 751-3582,,,,Condo list
Mill Creek Townhouses,,,,,Lineham Laurie,(401) 295-0900,,,,Condo list
Ocean Point Condominiums,,,,, ,(401) 884-1702,,,,Condo list
Polo Club Condominium Assoc,,,,, ,(401) 789-0120,,,,Condo list
Quaker Valley Condo,,,,,Lacasse Joe,(401) 615-7345,,,,Condo list
Residences At Chapel View,,,,,Constantino Sheryl,(401) 944-9900,,,,Condo list
Riverhaven Condominiums,,,,,Goodwin Bob,(401) 766-9131,,,,Condo list
Selective Property Management,,,,,Bellucci Karen A,(401) 231-8588,,,,Condo list
Silver Pines Condominiums,,,,, ,(401) 765-4400,,,,Condo list
Stone Harbour Condo Assoc,,,,, ,(401) 396-5050,,,,Condo list
Stone Harbour Condominiums,,,,, ,(401) 253-6999,,,,Condo list
Three Sixty Five Eddy St Condo,,,,, ,(401) 274-0871,,,,Condo list
Waterplace Condominiums Mgmt,,,,, ,(401) 751-2600,,,,Condo list
Waterview Condominium Assn,,,,, ,(401) 245-9002,,,,Condo list
19 Eleven Condominiums,,,,, ,(254) 759-2121,,,,Condo list
1911 Condominiums,,,,, ,(254) 752-6771,,,,Condo list
200 Patterson Condominiums,,,,, ,(210) 824-0015,,,,Condo list
2016 Main Home Owners Assn,,,,, alfredo,(713) 659-1801,,,,Condo list
2120 Kipling Condominiums,,,,,calvin tracy,(713) 527-7777,,,,Condo list
2520 Robinhood At Kirby Condo,,,,,Frederick Art,(713) 527-8989,,,,Condo list
2727 Kirby Condominiums,,,,,Brown Jerry,(713) 528-2722,,,,Condo list
3 711 Condominium Inc,,,,, ,(214) 219-1015,,,,Condo list
3525 Condominiums,,,,, ,(214) 526-3525,,,,Condo list
3525 Sage Condominiums,,,,, ,(713) 622-3005,,,,Condo list
3525 Sage Condominiums,,,,,Penn Whitney,(713) 622-3523,,,,Condo list
359 Post Oak Land Owners Assn,,,,,Casey Rita,(713) 681-9714,,,,Condo list
5000 Montrose Condominiums,,,,,Peterson Marvin,(713) 523-5144,,,,Condo list
555 Condominiums,,,,, ,(512) 478-0500,,,,Condo list
5800 Royal Lane Condominiums,,,,,Marsh Shirlie,(214) 363-9317,,,,Condo list
7701 Wurzbach Tower,,,,, ,(210) 614-9888,,,,Condo list
8000 Del Donore Homeowners,,,,,Johnson Luana,(210) 340-8001,,,,Condo list
920 Memorial City Way Condos,,,,, ,(713) 932-6200,,,,Condo list
Abbott's 306 River Outfitters,,,,,Abbott Myrna,(830) 964-2625,,,,Condo list
Admiral's Row,,,,, ,(361) 749-5821,,,,Condo list
Allegro North Condominium,,,,,Franklin Pam,(361) 729-8981,,,,Condo list
Allie Beth Allman Real Estate,,,,,Allman Allie Beth,(214) 521-7355,,,,Condo list
Ambassador Condominium,,,,, ,(713) 961-3116,,,,Condo list
American Realty At Beach Pl,,,,,Sternadel Shirley,(361) 881-5100,,,,Condo list
Amigoland Villa Condos,,,,, ,(956) 548-0215,,,,Condo list
Anchor Resort & Marina,,,,,Cramar Lynn,(361) 949-8141,,,,Condo list
Aquarius Condominium,,,,,Reyes Dante,(956) 761-8770,,,,Condo list
Aransas Harbors Condo,,,,,Bensley Brenda,(361) 749-4122,,,,Condo list
Aransas Princess Condominiums,,,,,Thersh Teresa,(361) 749-5118,,,,Condo list
Arcadia Condominiums,,,,, ,(512) 343-2873,,,,Condo list
Aremaco Inc,,,,,Helm Judy,(361) 851-8941,,,,Condo list
